主分類,次分類,狀態,代碼,法條名稱
考試,待遇福利,廢止,90103,公務人員俸給法（民國37年）
考試,考核獎懲,現行,04505,公務員懲戒委員會組織法
考試,考核獎懲,現行,04563,公務員懲戒法
考試,考核獎懲,現行,04641,公務人員考績法
考試,考核獎懲,廢止,04643,邊遠地區服務人員獎勵條例
考試,考核獎懲,廢止,04644,反共抗俄立功人員獎敘條例
考試,考核獎懲,現行,04686,交通事業人員考成條例
考試,考核獎懲,廢止,90031,國軍軍官佐考績條例
考試,考核獎懲,廢止,90048,縣長考績條例
考試,考核獎懲,廢止,90076,分類職位公務人員考績法
考試,考核獎懲,廢止,90101,公務人員考績法（民國37年）
考試,考試分發,現行,04605,公務人員考試法
考試,考試分發,廢止,04606,特種考試邊區行政人員考試條例
考試,考試分發,廢止,04607,縣長考試條例
考試,考試分發,廢止,04608,非常時期特種考試暫行條例
考試,考試分發,廢止,04609,省縣公職候選人考試法
考試,考試分發,現行,04610,公務人員升官等考試法
考試,考試分發,廢止,04611,外國人應專門職業及技術人員考試條例
考試,考試分發,現行,04612,專門職業及技術人員考試法
考試,考試分發,現行,04613,典試法
考試,考試分發,廢止,04614,分類職位公務人員考試典試法
考試,考試分發,現行,04615,監試法
考試,考試分發,廢止,90026,考試法
考試,考試分發,廢止,90027,分類職位公務人員考試法
考試,考試分發,廢止,90095,典試法（民國24年）
考試,考試分發,廢止,90100,公務人員升等考試法（民國37年）
考試,考試分發,廢止,90195,特種考試國軍退除役醫事人員執業資格考試條例
考試,考試行政,現行,01167,警察人員人事條例
考試,考試行政,現行,01599,關務人員人事條例
考試,考試行政,廢止,03301,公務人員住宅及福利委員會組織條例
考試,考試行政,現行,04564,司法人員人事條例
考試,考試行政,現行,04601,考試院組織法
考試,考試行政,現行,04602,考選部組織法
考試,考試行政,現行,04603,銓敘部組織法
考試,考試行政,現行,04604,考銓處組織條例
考試,考試行政,現行,04639,後備軍人轉任公職考試比敘條例
考試,考試行政,現行,04654,公務員服務法
考試,考試行政,現行,04655,公務人員交代條例
考試,考試行政,現行,04664,公務人員保障法
考試,考試行政,現行,04673,公務人員行政中立法
考試,考試行政,現行,04681,公務人員協會法
考試,考試行政,廢止,90030,公務職位分類法
考試,訓練進修,廢止,01057,行政院人事行政局地方行政研習中心組織條例
考試,訓練進修,廢止,01079,行政院人事行政總處公務人力發展中心組織法
考試,訓練進修,廢止,01080,行政院人事行政總處地方行政研習中心組織法
考試,訓練進修,現行,01302,外交部外交領事人員講習所組織條例
考試,訓練進修,現行,01308,外交部外交及國際事務學院組織法
考試,訓練進修,現行,01506,財政部財稅人員訓練所組織條例
考試,訓練進修,現行,01802,法務部調查局幹部訓練所組織條例
考試,訓練進修,廢止,01803,法務部司法官訓練所組織條例
考試,訓練進修,廢止,01832,法務部矯正人員訓練所組織條例
考試,訓練進修,現行,02044,交通部民用航空局民航人員訓練所組織條例
考試,訓練進修,現行,03302,行政院人事行政總處公務人力發展學院組織法
考試,訓練進修,現行,03713,行政院環境保護署環境保護人員訓練所組織條例
考試,訓練進修,現行,04660,公務人員訓練進修法
考試,訓練進修,廢止,04672,公務人力發展中心組織條例
考試,退休撫卹,現行,02049,交通部郵電事業人員退休撫卹條例
考試,退休撫卹,現行,04645,公務人員退休法
考試,退休撫卹,廢止,04646,政務人員退職酬勞金給與條例
考試,退休撫卹,現行,04647,公務人員撫卹法
考試,退休撫卹,現行,04648,學校教職員撫卹條例
考試,退休撫卹,現行,04662,公職人員年資併社團專職人員年資計發退離給與處理條例
考試,退休撫卹,現行,04667,公務人員退休撫卹基金管理條例
考試,退休撫卹,現行,04668,公務人員退休撫卹基金監理委員會組織條例
考試,退休撫卹,現行,04671,公務人員退休撫卹基金管理委員會組織條例
考試,退休撫卹,現行,04685,政務人員退職撫卹條例
考試,退休撫卹,現行,04687,公務人員退休資遣撫卹法
考試,退休撫卹,現行,04692,公立學校教職員退休資遣撫卹條例
衛生社福,中醫藥,廢止,02546,行政院衛生署中醫藥委員會組織條例
衛生社福,中醫藥,廢止,02550,國立中國醫藥研究所組織條例
衛生社福,中醫藥,現行,02594,衛生福利部國家中醫藥研究所組織法
衛生社福,中醫藥,現行,07171,中醫藥發展法
衛生社福,全民健保,現行,01189,全民健康保險法
衛生社福,全民健保,現行,02554,衛生福利部中央健康保險署組織法
衛生社福,國民健康,現行,02517,優生保健法
衛生社福,國民健康,現行,02549,菸害防制法
衛生社福,國民健康,現行,02565,癌症防治法
衛生社福,國民健康,廢止,02571,行政院衛生署國民健康局組織條例
衛生社福,國民健康,現行,02576,口腔健康法
衛生社福,國民健康,現行,02593,衛生福利部國民健康署組織法
衛生社福,國民健康,現行,02596,油症患者健康照護服務條例
衛生社福,國民健康,現行,05202,生產事故救濟條例
衛生社福,疾病管制,廢止,02503,行政院衛生署預防醫學研究所組織條例
衛生社福,疾病管制,廢止,02506,行政院衛生署檢疫總所組織條例
衛生社福,疾病管制,現行,02516,傳染病防治法
衛生社福,疾病管制,現行,02545,人類免疫缺乏病毒傳染防治及感染者權益保障條例
衛生社福,疾病管制,廢止,02561,行政院衛生署疾病管制局組織條例
衛生社福,疾病管制,廢止,02578,嚴重急性呼吸道症候群防治及紓困暫行條例
衛生社福,疾病管制,現行,02592,衛生福利部疾病管制署組織法
衛生社福,疾病管制,現行,07181,嚴重特殊傳染性肺炎防治及紓困振興特別條例
衛生社福,疾病管制,廢止,90014,東南鼠疫防治處組織條例
衛生社福,疾病管制,廢止,90015,內政部檢疫所組織條例
衛生社福,疾病管制,廢止,90056,種痘條例
衛生社福,疾病管制,廢止,90072,中央防疫實驗處組織條例
衛生社福,疾病管制,廢止,90082,內政部黑熱病防治處組織條例
衛生社福,社政,廢止,01125,兒童福利法
衛生社福,社政,現行,01126,老人福利法
衛生社福,社政,現行,01127,身心障礙者權益保障法
衛生社福,社政,現行,01128,社會救助法
衛生社福,社政,廢止,01137,中華民國紅十字會法
衛生社福,社政,廢止,01179,少年福利法
衛生社福,社政,現行,01181,農民健康保險條例
衛生社福,社政,現行,01228,社會工作師法
衛生社福,社政,現行,01230,國民年金法
衛生社福,社政,現行,01233,老年農民福利津貼暫行條例
衛生社福,社政,現行,01234,兒童及少年性剝削防制條例
衛生社福,社政,廢止,01240,敬老福利生活津貼暫行條例
衛生社福,社政,廢止,01250,內政部兒童局組織條例
衛生社福,社政,現行,01253,家庭暴力防治法
衛生社福,社政,現行,01274,公益勸募條例
衛生社福,社政,現行,01275,性騷擾防治法
衛生社福,社政,現行,01282,特殊境遇家庭扶助條例
衛生社福,社政,現行,01287,志願服務法
衛生社福,社政,現行,01608,公益彩券發行條例
衛生社福,社政,現行,02588,長期照顧服務法
衛生社福,社政,現行,02597,衛生福利部社會及家庭署組織法
衛生社福,社政,現行,03631,就業保險法
衛生社福,社政,現行,04584,法律扶助法
衛生社福,社政,廢止,05121,原住民敬老福利生活津貼暫行條例
衛生社福,社政,現行,05125,兒童及少年福利與權益保障法
衛生社福,社政,現行,05143,公共場所母乳哺育條例
衛生社福,社政,現行,05145,漢生病病患人權保障及補償條例
衛生社福,社政,現行,05151,幼兒教育及照顧法
衛生社福,社政,現行,05165,兒童權利公約施行法
衛生社福,社政,現行,05182,身心障礙者權利公約施行法
衛生社福,社政,現行,07104,長期照顧服務機構法人條例
衛生社福,社政,現行,07122,兒童及少年未來教育與發展帳戶條例
衛生社福,社政,現行,07152,中高齡者及高齡者就業促進法
衛生社福,社政,現行,07183,農民退休儲金條例
衛生社福,社政,廢止,90041,捐資興辦社會福利事業褒獎條例
衛生社福,社政,廢止,90057,社會救濟法
衛生社福,管制藥品,廢止,02505,行政院衛生署管制藥品管理局組織條例
衛生社福,管制藥品,現行,02512,管制藥品管理條例
衛生社福,管制藥品,現行,02531,衛生福利部食品藥物管理署組織法
衛生社福,管制藥品,現行,04547,毒品危害防制條例
衛生社福,藥政,廢止,02504,行政院衛生署藥物食品檢驗局組織條例
衛生社福,藥政,現行,02509,藥師法
衛生社福,藥政,現行,02510,藥事法
衛生社福,藥政,現行,02515,化粧品衛生安全管理法
衛生社福,藥政,廢止,02523,獎勵醫藥技術條例
衛生社福,藥政,現行,02531,衛生福利部食品藥物管理署組織法
衛生社福,藥政,現行,02541,人體研究法
衛生社福,藥政,現行,02544,血液製劑條例
衛生社福,藥政,現行,02563,罕見疾病防治及藥物法
衛生社福,藥政,現行,02564,藥害救濟法
衛生社福,藥政,現行,02814,生技新藥產業發展條例
衛生社福,藥政,廢止,90071,中央生物化學製藥實驗處組織條例
衛生社福,藥政,廢止,90081,內政部藥品供應處組織條例
衛生社福,衛福政務,廢止,01025,行政院衛生署組織法
衛生社福,衛福政務,現行,01766,學校衛生法
衛生社福,衛福政務,廢止,02522,捐資興辦衛生事業褒獎條例
衛生社福,衛福政務,廢止,02567,促進醫療服務業發展條例
衛生社福,衛福政務,現行,02588,長期照顧服務法
衛生社福,衛福政務,現行,02591,衛生福利部組織法
衛生社福,衛福政務,現行,02814,生技新藥產業發展條例
衛生社福,衛福政務,現行,07104,長期照顧服務機構法人條例
衛生社福,衛福政務,廢止,90035,衛生事業人員任用條例
衛生社福,醫政,現行,02508,醫師法
衛生社福,醫政,現行,02511,助產人員法
衛生社福,醫政,廢止,02523,獎勵醫藥技術條例
衛生社福,醫政,現行,02524,解剖屍體條例
衛生社福,醫政,廢止,02525,眼角膜移植條例
衛生社福,醫政,現行,02526,精神衛生法
衛生社福,醫政,現行,02528,人工生殖法
衛生社福,醫政,現行,02533,醫療法
衛生社福,醫政,現行,02535,人體器官移植條例
衛生社福,醫政,現行,02536,病人自主權利法
衛生社福,醫政,現行,02538,人體生物資料庫管理條例
衛生社福,醫政,現行,02540,醫事檢驗師法
衛生社福,醫政,現行,02541,人體研究法
衛生社福,醫政,現行,02542,護理人員法
衛生社福,醫政,現行,02547,緊急醫療救護法
衛生社福,醫政,現行,02551,物理治療師法
衛生社福,醫政,現行,02552,醫事放射師法
衛生社福,醫政,現行,02553,職能治療師法
衛生社福,醫政,現行,02555,財團法人國家衛生研究院設置條例
衛生社福,醫政,現行,02557,醫事人員人事條例
衛生社福,醫政,現行,02562,安寧緩和醫療條例
衛生社福,醫政,現行,02563,罕見疾病防治及藥物法
衛生社福,醫政,現行,02566,心理師法
衛生社福,醫政,廢止,02567,促進醫療服務業發展條例
衛生社福,醫政,現行,02569,驗光人員法
衛生社福,醫政,現行,02572,牙體技術師法
衛生社福,醫政,現行,02574,呼吸治療師法
衛生社福,醫政,現行,02579,公共衛生師法
衛生社福,醫政,現行,02582,法醫師法
衛生社福,醫政,現行,02584,語言治療師法
衛生社福,醫政,現行,02586,聽力師法
衛生社福,醫政,現行,02588,長期照顧服務法
衛生社福,醫政,現行,05202,生產事故救濟條例
衛生社福,醫政,現行,07121,醫療器材管理法
衛生社福,醫政,現行,07157,自殺防治法
衛生社福,醫政,廢止,90063,中央原子醫學實驗院組織條例
衛生社福,醫政,廢止,90195,特種考試國軍退除役醫事人員執業資格考試條例
衛生社福,食品衛生,廢止,02504,行政院衛生署藥物食品檢驗局組織條例
衛生社福,食品衛生,現行,02513,食品安全衛生管理法
衛生社福,食品衛生,現行,02514,營養師法
衛生社福,食品衛生,現行,02531,衛生福利部食品藥物管理署組織法
衛生社福,食品衛生,現行,02556,健康食品管理法
衛生社福,食品衛生,現行,02596,油症患者健康照護服務條例
衛生社福,食品衛生,現行,03166,農產品生產及驗證管理法
財政金融,保險,廢止,01543,中央再保險公司條例
財政金融,保險,現行,01544,存款保險條例
財政金融,保險,現行,01591,強制汽車責任保險法
財政金融,保險,現行,01658,金融監督管理委員會保險局組織法
財政金融,保險,現行,02022,簡易人壽保險法
財政金融,保險,現行,02554,衛生福利部中央健康保險署組織法
財政金融,保險,現行,04520,保險法
財政金融,國庫,現行,01501,財政部國庫署組織條例
財政金融,國庫,現行,01508,財政收支劃分法
財政金融,國庫,現行,01510,國庫法
財政金融,國庫,現行,01511,公庫法
財政金融,國庫,現行,01548,國庫券及短期借款條例
財政金融,國庫,現行,01549,政府發展經濟社會向國外借款及保證條例
財政金融,國庫,現行,01550,中央政府建設公債及借款條例
財政金融,國庫,現行,01551,中國農民銀行土地債券法
財政金融,國庫,現行,01552,民國二十三年第一期鐵路建設公債條例
財政金融,國庫,現行,01553,第二期鐵路建設公債條例
財政金融,國庫,現行,01554,第三期鐵路建設公債條例
財政金融,國庫,現行,01555,民國二十三年六釐英金庚款公債條例
財政金融,國庫,現行,01556,民國二十六年京贛鐵路建設公債條例
財政金融,國庫,現行,01557,民國三十六年美金公債條例
財政金融,國庫,現行,01559,民國三十八年整理美金公債條例
財政金融,國庫,廢止,01561,中華民國五十五年度公債發行條例
財政金融,國庫,廢止,01562,中華民國五十六年度公債發行條例
財政金融,國庫,現行,01563,中華民國五十六年度愛國公債發行條例
財政金融,國庫,廢止,01564,中華民國五十七年度公債發行條例
財政金融,國庫,現行,01565,中華民國五十七年度愛國公債發行條例
財政金融,國庫,廢止,01566,中華民國五十八年度公債發行條例
財政金融,國庫,廢止,01567,中華民國五十九年度公債發行條例
財政金融,國庫,廢止,01568,中華民國六十年度公債發行條例
財政金融,國庫,現行,01569,中華民國六十一年度公債發行條例
財政金融,國庫,現行,01570,中華民國六十二年度公債發行條例
財政金融,國庫,現行,01571,中央政府興建臺灣區高速公路第一期工程建設公債發行條例
財政金融,國庫,廢止,01572,臺灣地區公共建設土地債券發行條例
財政金融,國庫,廢止,01574,省市政府建設公債發行條例
財政金融,國庫,廢止,01575,臺灣地區平均地權土地債券發行條例
財政金融,國庫,廢止,01576,興建臺中港第一期工程建設公債發行條例
財政金融,國庫,廢止,01577,興建臺中港第二期工程建設公債發行條例
財政金融,國庫,廢止,01578,興建臺中港第三期工程建設公債發行條例
財政金融,國庫,廢止,01579,臺灣鐵路電氣化工程建設公債發行條例
財政金融,國庫,廢止,01580,臺北市自來水工程建設公債發行條例
財政金融,國庫,廢止,01582,臺灣省內菸酒專賣暫行條例
財政金融,國庫,現行,01597,中央政府興建臺灣北部區域第二高速公路建設公債發行條例
財政金融,國庫,現行,01608,公益彩券發行條例
財政金融,國庫,現行,01616,公共債務法
財政金融,國庫,現行,01622,菸酒稅法
財政金融,國庫,現行,01623,菸酒管理法
財政金融,國庫,現行,01624,臺灣菸酒股份有限公司條例
財政金融,國庫,現行,01633,國家金融安定基金設置及管理條例
財政金融,國庫,現行,01645,中華民國五十五年度愛國公債發行條例
財政金融,國庫,現行,01661,運動彩券發行條例
財政金融,國庫,現行,01674,財政部國庫署組織法
財政金融,國庫,現行,02311,財政紀律法
財政金融,國庫,廢止,90034,臺灣省糧食實物債券條例
財政金融,國庫,廢止,90047,臺灣省實物土地債券條例
財政金融,國庫,現行,90078,民國三十八年黃金短期公債條例
財政金融,國庫,廢止,90097,中央政府興建臺灣區高速公路第二期工程建設公債發行條例
財政金融,國庫,廢止,90098,中華民國三十八年愛國公債條例
財政金融,國庫,廢止,90109,中華民國五十年短期公債發行條例
財政金融,國庫,廢止,90110,中華民國五十一年短期公債發行條例
財政金融,國庫,廢止,90111,中華民國五十三年度公債發行條例
財政金融,國庫,廢止,90112,中華民國五十四年度公債發行條例
財政金融,國庫,廢止,90113,中華民國六十三年度公債發行條例
財政金融,國庫,廢止,90114,中華民國六十四年度公債發行條例
財政金融,國庫,停止適用,90173,民國十九年廣東省整理金融庫券章程
財政金融,國庫,停止適用,90175,上海市市政公債條例
財政金融,國庫,停止適用,90176,上海市災區復興公債條例
財政金融,國庫,停止適用,90177,中華民國三十七年短期國庫券條例
財政金融,國庫,停止適用,90178,民國二十一年江浙絲業短期公債條例
財政金融,國庫,停止適用,90179,民國二十一年湖北省善後公債條例
財政金融,國庫,停止適用,90180,民國二十九年江蘇省整理地方財政公債條例
財政金融,國庫,停止適用,90181,民國二十三年上海市市政公債條例
財政金融,國庫,停止適用,90182,民國二十三年玉萍鐵路公債條例
財政金融,國庫,停止適用,90183,民國二十三年江蘇省水利建設公債條例
財政金融,國庫,停止適用,90184,民國二十五年北平市市政公債條例
財政金融,國庫,停止適用,90185,民國二十五年江西省整理土地公債條例
財政金融,國庫,停止適用,90186,民國二十五年青島市建設公債條例
財政金融,國庫,停止適用,90187,民國二十六年闢濬廣東省港河工程美金公債條例
財政金融,國庫,停止適用,90188,民國二十四年青島市市政公債條例
財政金融,國庫,停止適用,90189,民國二十四年漢口市建設公債條例
財政金融,國庫,停止適用,90190,民國二十四年廣東省建設公債條例
財政金融,國庫,停止適用,90191,民國二十年四川省善後公債條例
財政金融,國庫,停止適用,90192,民國二十年江蘇省運河工程短期公債條例
財政金融,國庫,停止適用,90193,民國二十年財政部整理山西省金融公債條例
財政金融,國庫,停止適用,90194,民國十九年建設委員會電氣事業長期公債條例
財政金融,國庫,停止適用,90196,民國十八年南京特別市特種建設公債條例
財政金融,國庫,停止適用,90197,民國十八年遼寧省整理金融公債條例
財政金融,國庫,停止適用,90198,民國三十七年短期國庫券條例
財政金融,國庫,停止適用,90199,民國三十二年糧食庫券條例
財政金融,國庫,停止適用,90200,民國三十年滇緬鐵路金公債條例
財政金融,國庫,停止適用,90201,民國三十年糧食庫券條例
財政金融,國庫,停止適用,90202,河南省民國二十年善後公債條例
財政金融,國庫,停止適用,90203,浙江省杭州市自來水公債條例
財政金融,國庫,停止適用,90204,疏濬河北省海河工程短期公債條例
財政金融,國庫,停止適用,90205,節約建國儲金條例
財政金融,國庫,停止適用,90206,節約建國儲蓄券條例
財政金融,國庫,停止適用,90207,漢口特別市市政公債條例
財政金融,國庫,停止適用,90208,鐵道部收回廣東粵漢鐵路公債條例
財政金融,國庫,停止適用,90209,廣東省政府短期金庫券條例
財政金融,國有財產,現行,01503,財政部國有財產局組織條例
財政金融,國有財產,現行,01583,國有財產法
財政金融,國有財產,現行,01611,財政部國有財產局各地區辦事處組織通則
財政金融,國有財產,現行,01671,財政部國有財產署組織法
財政金融,外匯,現行,01547,管理外匯條例
財政金融,外匯,現行,01557,民國三十六年美金公債條例
財政金融,外匯,現行,01559,民國三十八年整理美金公債條例
財政金融,外匯,現行,01625,日據時代株式會社台灣銀行海外分支機構存款及匯款處理條例
財政金融,政府採購,現行,02308,政府採購法
財政金融,政府採購,廢止,04710,機關營繕工程及購置定製變賣財物稽察條例
財政金融,證券期貨,現行,01507,財政部證券暨期貨管理委員會組織條例
財政金融,證券期貨,現行,01518,證券交易稅條例
財政金融,證券期貨,現行,01542,證券交易法
財政金融,證券期貨,現行,01618,期貨交易法
財政金融,證券期貨,現行,01626,期貨交易稅條例
財政金融,證券期貨,現行,01629,證券投資人及期貨交易人保護法
財政金融,證券期貨,現行,01642,金融資產證券化條例
財政金融,證券期貨,現行,01643,不動產證券化條例
財政金融,證券期貨,現行,01652,證券投資信託及顧問法
財政金融,證券期貨,現行,01657,金融監督管理委員會證券期貨局組織法
財政金融,證券期貨,現行,01940,在臺公司大陸地區股東股權行使條例
財政金融,證券期貨,廢止,01956,國外期貨交易法
財政金融,證券期貨,現行,02418,無線電視事業公股處理條例
財政金融,財政政務,現行,01015,財政部組織法
財政金融,財政政務,現行,01672,財政部財政資訊中心組織法
財政金融,貨幣,現行,01607,現行法規所定貨幣單位折算新臺幣條例
財政金融,貨幣,現行,04538,妨害國幣懲治條例
財政金融,貨幣,廢止,90036,利率管理條例
財政金融,貨幣,廢止,90065,中央造幣廠組織法
財政金融,貨幣,廢止,90098,中華民國三十八年愛國公債條例
財政金融,賦稅,現行,01502,財政部賦稅署組織條例
財政金融,賦稅,現行,01504,財政部各地區國稅局組織通則
財政金融,賦稅,現行,01506,財政部財稅人員訓練所組織條例
財政金融,賦稅,現行,01509,財務罰鍰處理暫行條例
財政金融,賦稅,現行,01512,稅捐稽徵法
財政金融,賦稅,現行,01513,所得稅法
財政金融,賦稅,現行,01515,遺產及贈與稅法
財政金融,賦稅,現行,01516,印花稅法
財政金融,賦稅,現行,01517,貨物稅條例
財政金融,賦稅,現行,01518,證券交易稅條例
財政金融,賦稅,現行,01519,土地稅法
財政金融,賦稅,廢止,01520,勘報災歉條例
財政金融,賦稅,現行,01521,加值型及非加值型營業稅法
財政金融,賦稅,現行,01522,使用牌照稅法
財政金融,賦稅,廢止,01523,國產菸酒類稅條例
財政金融,賦稅,現行,01524,房屋稅條例
財政金融,賦稅,現行,01525,契稅條例
財政金融,賦稅,現行,01526,所得基本稅額條例
財政金融,賦稅,現行,01527,娛樂稅法
財政金融,賦稅,現行,01587,記帳士法
財政金融,賦稅,現行,01589,財政部財稅資料中心組織條例
財政金融,賦稅,現行,01592,規費法
財政金融,賦稅,現行,01613,地方稅法通則
財政金融,賦稅,現行,01622,菸酒稅法
財政金融,賦稅,現行,01626,期貨交易稅條例
財政金融,賦稅,現行,01655,納稅者權利保護法
財政金融,賦稅,現行,01675,財政部賦稅署組織法
財政金融,賦稅,廢止,01928,獎勵投資條例
財政金融,賦稅,現行,01929,華僑回國投資條例
財政金融,賦稅,現行,02549,菸害防制法
財政金融,賦稅,現行,07158,境外資金匯回管理運用及課稅條例
財政金融,賦稅,現行,08148,特種貨物及勞務稅條例
財政金融,賦稅,廢止,90021,遺產稅法
財政金融,賦稅,廢止,90043,屠宰稅法
財政金融,賦稅,廢止,90053,筵席及娛樂稅法
財政金融,賦稅,廢止,90083,田賦徵收實物條例
財政金融,賦稅,廢止,90084,鹽稅計徵條例
財政金融,賦稅,廢止,90086,財政部稅務署組織法
財政金融,賦稅,廢止,90147,中華民國六十年度所得稅稅率條例
財政金融,賦稅,廢止,90148,中華民國六十一年度所得稅稅率條例
財政金融,賦稅,廢止,90149,中華民國六十二年度所得稅稅率條例
財政金融,賦稅,廢止,90150,中華民國六十三年度所得稅稅率條例
財政金融,賦稅,廢止,90151,中華民國六十四年度所得稅稅率條例
財政金融,賦稅,廢止,90152,中華民國六十五年度所得稅稅率條例
財政金融,賦稅,廢止,90153,中華民國六十六年度所得稅稅率條例
財政金融,賦稅,廢止,90154,中華民國六十七年度所得稅稅率條例
財政金融,賦稅,廢止,90155,中華民國六十八年度所得稅稅率條例
財政金融,賦稅,廢止,90156,中華民國六十九年度所得稅稅率條例
財政金融,賦稅,廢止,90157,中華民國七十年度所得稅稅率條例
財政金融,賦稅,廢止,90158,中華民國七十一年度所得稅稅率條例
財政金融,賦稅,廢止,90159,中華民國七十二年度所得稅稅率條例
財政金融,賦稅,廢止,90160,中華民國七十三年度所得稅稅率條例
財政金融,賦稅,廢止,90161,中華民國七十四年度所得稅稅率條例
財政金融,賦稅,廢止,90162,中華民國七十五年度所得稅稅率條例
財政金融,賦稅,廢止,90163,中華民國七十六年度所得稅稅率條例
財政金融,賦稅,廢止,90164,中華民國七十七年度所得稅稅率條例
財政金融,賦稅,廢止,90165,中華民國七十八年度所得稅稅率條例
財政金融,賦稅,廢止,90166,中華民國七十九年度所得稅稅率條例
財政金融,賦稅,廢止,90167,中華民國八十年度所得稅稅率條例
財政金融,賦稅,廢止,90168,電話電報臨時捐徵收條例
財政金融,金融,現行,01038,國防工業發展基金設置條例
財政金融,金融,廢止,01581,煤業安定基金條例
財政金融,金融,現行,01585,信託法
財政金融,金融,現行,01606,財政部金融局組織條例
財政金融,金融,現行,01614,信託業法
財政金融,金融,現行,01631,票券金融管理法
財政金融,金融,現行,01633,國家金融安定基金設置及管理條例
財政金融,金融,現行,01634,金融機構合併法
財政金融,金融,現行,01637,行政院金融重建基金設置及管理條例
財政金融,金融,現行,01639,金融監督管理委員會組織法
財政金融,金融,現行,01642,金融資產證券化條例
財政金融,金融,現行,01646,農業金融法
財政金融,金融,現行,01659,金融監督管理委員會檢查局組織法
財政金融,金融,現行,01666,金融科技發展與創新實驗條例
財政金融,金融,現行,01744,國立大學校院校務基金設置條例
財政金融,金融,現行,01779,國立高級中等學校校務基金設置條例
財政金融,金融,現行,01835,洗錢防制法
財政金融,金融,現行,01884,資恐防制法
財政金融,金融,現行,01916,臺灣地區砂糖平準基金條例
財政金融,金融,現行,01959,國際合作發展基金會設置條例
財政金融,金融,現行,01988,電子支付機構管理條例
財政金融,金融,現行,02090,電子票證發行管理條例
財政金融,金融,廢止,02407,廣播電視事業發展基金條例
財政金融,金融,現行,02903,國家文化藝術基金會設置條例
財政金融,金融,現行,02909,財團法人原住民族文化事業基金會設置條例
財政金融,金融,廢止,03632,勞工退休基金監理會組織法
財政金融,金融,現行,03640,勞動部勞動基金運用局組織法
財政金融,金融,廢止,04316,國立中央研究院基金條例
財政金融,金融,現行,04667,公務人員退休撫卹基金管理條例
財政金融,金融,現行,04668,公務人員退休撫卹基金監理委員會組織條例
財政金融,金融,現行,04671,公務人員退休撫卹基金管理委員會組織條例
財政金融,金融,現行,05144,警察消防海巡移民空勤人員及協勤民力安全基金設置管理條例
財政金融,金融,現行,07135,教育部所屬機構作業基金設置條例
財政金融,金融,現行,08137,金融消費者保護法
財政金融,銀行,現行,01505,財政部各地區支付處組織通則
財政金融,銀行,現行,01531,銀行法
財政金融,銀行,現行,01532,中央銀行法
財政金融,銀行,廢止,01533,交通銀行條例
財政金融,銀行,廢止,01534,中國農民銀行條例
財政金融,銀行,廢止,01535,中國國際商業銀行條例
財政金融,銀行,現行,01536,中國輸出入銀行條例
財政金融,銀行,現行,01537,中央信託局條例
財政金融,銀行,廢止,01538,合作金庫條例
財政金融,銀行,廢止,01539,省銀行條例
財政金融,銀行,廢止,01540,縣銀行法
財政金融,銀行,現行,01541,國際金融業務條例
財政金融,銀行,現行,01546,銀行業戰前存款放款清償條例
財政金融,銀行,現行,01588,信用合作社法
財政金融,銀行,現行,01609,儲蓄互助社法
財政金融,銀行,現行,01625,日據時代株式會社台灣銀行海外分支機構存款及匯款處理條例
財政金融,銀行,現行,01631,票券金融管理法
財政金融,銀行,現行,01638,金融控股公司法
財政金融,銀行,現行,01656,金融監督管理委員會銀行局組織法
財政金融,銀行,現行,01668,臺灣金融控股股份有限公司條例
財政金融,銀行,現行,04518,票據法
財政金融,銀行,現行,04590,消費者債務清理條例
財政金融,銀行,廢止,04625,國家銀行職員任免條例
財政金融,銀行,廢止,08131,振興經濟消費券發放特別條例
財政金融,銀行,廢止,90023,中國農民銀行兼辦土地金融業務條例
財政金融,銀行,廢止,90036,利率管理條例
財政金融,銀行,廢止,90087,興建國民住宅貸款條例
財政金融,銀行,廢止,90091,票據法施行法
財政金融,銀行,停止適用,90173,民國十九年廣東省整理金融庫券章程
財政金融,銀行,停止適用,90175,上海市市政公債條例
財政金融,銀行,停止適用,90180,民國二十九年江蘇省整理地方財政公債條例
財政金融,銀行,停止適用,90181,民國二十三年上海市市政公債條例
財政金融,銀行,停止適用,90184,民國二十五年北平市市政公債條例
財政金融,銀行,停止適用,90188,民國二十四年青島市市政公債條例
財政金融,銀行,停止適用,90193,民國二十年財政部整理山西省金融公債條例
財政金融,銀行,停止適用,90197,民國十八年遼寧省整理金融公債條例
財政金融,銀行,停止適用,90205,節約建國儲金條例
財政金融,銀行,停止適用,90206,節約建國儲蓄券條例
財政金融,銀行,停止適用,90207,漢口特別市市政公債條例
財政金融,關務,現行,01528,關稅法
財政金融,關務,現行,01530,海關緝私條例
財政金融,關務,現行,01586,財政部關稅總局組織條例
財政金融,關務,現行,01599,關務人員人事條例
財政金融,關務,現行,01605,財政部關稅總局各地區關稅局組織通則
財政金融,關務,現行,01670,財政部關務署組織法
財政金融,關務,現行,04542,懲治走私條例
財政金融,關務,廢止,90055,財政部關務署組織法（民國25年）
農業,漁業,現行,01131,漁會法
農業,漁業,現行,03108,漁業法
農業,漁業,現行,03127,漁港法
農業,漁業,現行,03138,行政院農業委員會漁業署組織條例
農業,漁業,現行,03167,投資經營非我國籍漁船管理條例
農業,漁業,現行,03186,遠洋漁業條例
農業,畜牧,現行,03110,獸醫師法
